team,year,name,age,position,games,games_started,minutes_played_per_game,field_goals_per_game,field_goal_attempts_per_game,field_goal_percentage,three_point_field_goals_per_game,three_point_field_goal_attempts_per_game,three_point_field_goal_percentage,two_point_field_goals_per_game,two_point_field_goal_attempts_per_game,two_point_field_goal_percentage,effective_field_goal_percentage,free_throws_per_game,free_throw_attempts_per_game,free_throw_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,awards,position_post,games_post,games_started_post,minutes_played_per_game_post,field_goals_per_game_post,field_goal_attempts_per_game_post,field_goal_percentage_post,three_point_field_goals_per_game_post,three_point_field_goal_attempts_per_game_post,three_point_field_goal_percentage_post,two_point_field_goals_per_game_post,two_point_field_goal_attempts_per_game_post,two_point_field_goal_percentage_post,effective_field_goal_percentage_post,free_throws_per_game_post,free_throw_attempts_per_game_post,free_throw_percentage_post,offensive_rebounds_per_game_post,defensive_rebounds_per_game_post,total_rebounds_per_game_post,assists_per_game_post,steals_per_game_post,blocks_per_game_post,turnovers_per_game_post,personal_fouls_per_game_post,points_per_game_post,awards_post,pg%,sg%,pf%,c%,on_court_+/-,on-off_+/-,bad_pass_TO,lost_ball_TO,shooting_fouls,offensive_fouls,shooting_fouls_drawn,offensive_fouls_drawn,points generated by assists,and1s,pg%_post,sg%_post,sf%_post,pf%_post,c%_post,on_court_+/-_post,on-off_+/-_post,bad_pass_to_post,lost_ball_to_post,shooting_fouls_post,offensive_fouls_post,shooting_fouls_drawn_post,offensive_fouls_drawn_post,points_generated_by_assists_post,and1s_post,name_slug,twok_year,Rating,Team,Height,Wingspan
ATL,2022,Team Totals,,,82,82,240.3,41.5,88.3,0.47,12.9,34.4,0.374,28.6,53.9,0.531,0.543,18.1,22.3,0.812,10.0,33.9,44.0,24.6,7.2,4.2,11.9,18.7,113.9,,,5.0,5.0,240.0,34.4,78.2,0.44,11.4,35.0,0.326,23.0,43.2,0.532,0.513,17.2,22.0,0.782,8.6,30.8,39.4,18.6,5.8,2.4,16.4,21.6,97.4,,20,20,20,20,1.9,1.0,505,229,695,85,700,134,4810,143,20.0,20.0,20.0,20.0,20.0,-13.6,-4.5,38.0,24.0,46.0,11.0,42.0,13.0,228.0,14.0,team-totals,,,,,
ATL,2024,Trae Young,25.0,PG,54,54,36.0,8.0,18.7,0.43,3.2,8.7,0.373,4.8,10.0,0.479,0.516,6.4,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2.0,25.7,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,-2.4,-0.3,174,41,49,7,131,35,1382,30,,,,,,,,,,,,,,,,trae-young,,,,,
ATL,2024,Dejounte Murray,27.0,SG,78,78,35.7,8.6,18.8,0.459,2.6,7.1,0.363,6.0,11.7,0.518,0.528,2.7,3.4,0.794,0.8,4.5,5.3,6.4,1.4,0.3,2.6,1.8,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,-3.2,-3.1,117,59,57,14,116,8,1221,29,,,,,,,,,,,,,,,,dejounte-murray,NBA 2K25,84.0,New Orleans Pelicans,"6'5"" (196cm)","6'10"" (208cm)"
ATL,2024,Dejounte Murray,27.0,SG,78,78,35.7,8.6,18.8,0.459,2.6,7.1,0.363,6.0,11.7,0.518,0.528,2.7,3.4,0.794,0.8,4.5,5.3,6.4,1.4,0.3,2.6,1.8,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,-3.2,-3.1,117,59,57,14,116,8,1221,29,,,,,,,,,,,,,,,,dejounte-murray,NBA 2K25,84.0,New Orleans Pelicans,"6'5"" (196cm)","6'10"" (208cm)"
ATL,2024,Jalen Johnson,22.0,SF,56,52,33.7,6.4,12.5,0.511,1.3,3.6,0.355,5.1,9.0,0.574,0.562,1.9,2.6,0.728,1.3,7.4,8.7,3.6,1.2,0.8,1.8,2.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,94,5,-1.3,1.9,56,19,75,11,77,10,486,23,,,,,,,,,,,,,,,,jalen-johnson,,,,,
ATL,2024,Saddiq Bey,24.0,SF,63,51,32.7,4.6,11.1,0.416,1.8,5.7,0.316,2.8,5.4,0.522,0.497,2.7,3.2,0.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,29,0,-1.0,2.6,20,10,39,2,108,3,222,27,,,,,,,,,,,,,,,,saddiq-bey,NBA 2K25,77.0,Washington Wizards,"6'7"" (201cm)","6'11"" (211cm)"
ATL,2024,Saddiq Bey,24.0,SF,63,51,32.7,4.6,11.1,0.416,1.8,5.7,0.316,2.8,5.4,0.522,0.497,2.7,3.2,0.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,29,0,-1.0,2.6,20,10,39,2,108,3,222,27,,,,,,,,,,,,,,,,saddiq-bey,NBA 2K25,77.0,Washington Wizards,"6'7"" (201cm)","6'11"" (211cm)"
ATL,2024,Bogdan Bogdanović,31.0,SG,79,33,30.4,6.0,13.9,0.428,3.0,8.1,0.374,2.9,5.8,0.503,0.537,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,6MOY-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,2,0,1.9,10.3,65,30,94,9,68,7,585,13,,,,,,,,,,,,,,,,bogdan-bogdanovic,NBA 2K25,78.0,"Atlanta Hawks, Los Angeles Clippers","6'5"" (196cm)","6'11"" (211cm)"
ATL,2024,Bogdan Bogdanović,31.0,SG,79,33,30.4,6.0,13.9,0.428,3.0,8.1,0.374,2.9,5.8,0.503,0.537,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,6MOY-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,2,0,1.9,10.3,65,30,94,9,68,7,585,13,,,,,,,,,,,,,,,,bogdan-bogdanovic,NBA 2K25,78.0,"Atlanta Hawks, Los Angeles Clippers","6'5"" (196cm)","6'11"" (211cm)"
ATL,2024,De'Andre Hunter,26.0,SF,57,37,29.5,5.3,11.6,0.459,2.1,5.3,0.385,3.3,6.3,0.521,0.547,2.9,3.4,0.847,0.5,3.4,3.9,1.5,0.7,0.3,1.5,2.6,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,67,0,-1.5,1.2,25,30,63,13,93,29,213,28,,,,,,,,,,,,,,,,deandre-hunter,NBA 2K25,82.0,"Atlanta Hawks, Cleveland Cavaliers","6'8"" (203cm)","7'2"" (218cm)"
ATL,2024,De'Andre Hunter,26.0,SF,57,37,29.5,5.3,11.6,0.459,2.1,5.3,0.385,3.3,6.3,0.521,0.547,2.9,3.4,0.847,0.5,3.4,3.9,1.5,0.7,0.3,1.5,2.6,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,67,0,-1.5,1.2,25,30,63,13,93,29,213,28,,,,,,,,,,,,,,,,deandre-hunter,NBA 2K25,82.0,"Atlanta Hawks, Cleveland Cavaliers","6'8"" (203cm)","7'2"" (218cm)"
ATL,2024,Clint Capela,29.0,C,73,73,25.8,4.8,8.5,0.571,0.0,0.0,0.0,4.8,8.5,0.572,0.571,1.8,2.8,0.631,4.6,6.0,10.6,1.2,0.6,1.5,1.0,2.2,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-0.6,3.1,24,23,86,16,108,17,227,22,,,,,,,,,,,,,,,,clint-capela,NBA 2K25,80.0,Atlanta Hawks,"6'10"" (208cm)","7'5"" (226cm)"
ATL,2024,Clint Capela,29.0,C,73,73,25.8,4.8,8.5,0.571,0.0,0.0,0.0,4.8,8.5,0.572,0.571,1.8,2.8,0.631,4.6,6.0,10.6,1.2,0.6,1.5,1.0,2.2,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-0.6,3.1,24,23,86,16,108,17,227,22,,,,,,,,,,,,,,,,clint-capela,NBA 2K25,80.0,Atlanta Hawks,"6'10"" (208cm)","7'5"" (226cm)"
ATL,2024,Onyeka Okongwu,23.0,C,55,8,25.5,4.1,6.6,0.611,0.4,1.3,0.333,3.6,5.4,0.676,0.642,1.7,2.1,0.793,2.6,4.2,6.8,1.3,0.5,1.1,0.8,2.9,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,91,-1.4,1.3,13,11,110,13,62,0,177,14,,,,,,,,,,,,,,,,onyeka-okongwu,,,,,
ATL,2024,Vit Krejci,23.0,PG,22,14,24.6,2.3,4.7,0.49,1.3,3.1,0.412,1.0,1.6,0.639,0.625,0.2,0.3,0.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,0,0,-1.7,0.6,12,6,27,1,3,3,127,1,,,,,,,,,,,,,,,,vit-krejci,NBA 2K25,75.0,Atlanta Hawks,"6'8"" (203cm)","7'0"" (213cm)"
ATL,2024,Vit Krejci,23.0,PG,22,14,24.6,2.3,4.7,0.49,1.3,3.1,0.412,1.0,1.6,0.639,0.625,0.2,0.3,0.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,0,0,-1.7,0.6,12,6,27,1,3,3,127,1,,,,,,,,,,,,,,,,vit-krejci,NBA 2K25,75.0,Atlanta Hawks,"6'8"" (203cm)","7'0"" (213cm)"
ATL,2024,Bruno Fernando,25.0,C,45,2,15.2,2.4,4.2,0.583,0.0,0.1,0.0,2.4,4.1,0.596,0.583,1.4,2.1,0.667,1.3,3.0,4.3,1.0,0.6,0.6,1.0,2.4,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-5.6,-4.0,15,8,61,19,49,2,114,11,,,,,,,,,,,,,,,,bruno-fernando,NBA 2K25,71.0,Free Agent,"6'9"" (206cm)","7'3"" (221cm)"
ATL,2024,Bruno Fernando,25.0,C,45,2,15.2,2.4,4.2,0.583,0.0,0.1,0.0,2.4,4.1,0.596,0.583,1.4,2.1,0.667,1.3,3.0,4.3,1.0,0.6,0.6,1.0,2.4,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-5.6,-4.0,15,8,61,19,49,2,114,11,,,,,,,,,,,,,,,,bruno-fernando,NBA 2K25,71.0,Free Agent,"6'9"" (206cm)","7'3"" (221cm)"
ATL,2024,Garrison Mathews,27.0,SG,66,5,15.0,1.6,3.4,0.456,1.3,2.9,0.44,0.3,0.5,0.545,0.644,0.5,0.6,0.81,0.3,1.1,1.4,0.6,0.3,0.1,0.3,1.7,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,1,0,-4.2,-2.6,8,6,74,0,19,38,92,6,,,,,,,,,,,,,,,,garrison-mathews,NBA 2K25,74.0,Atlanta Hawks,"6'6"" (198cm)","6'9"" (206cm)"
ATL,2024,Garrison Mathews,27.0,SG,66,5,15.0,1.6,3.4,0.456,1.3,2.9,0.44,0.3,0.5,0.545,0.644,0.5,0.6,0.81,0.3,1.1,1.4,0.6,0.3,0.1,0.3,1.7,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,1,0,-4.2,-2.6,8,6,74,0,19,38,92,6,,,,,,,,,,,,,,,,garrison-mathews,NBA 2K25,74.0,Atlanta Hawks,"6'6"" (198cm)","6'9"" (206cm)"
ATL,2024,Mouhamed Gueye,21.0,PF,6,0,12.2,1.3,3.8,0.348,0.5,1.5,0.333,0.8,2.3,0.357,0.413,0.8,1.0,0.833,1.7,2.0,3.7,0.7,0.8,0.7,0.2,2.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,60,40,-28.8,-27.1,1,0,6,0,2,0,10,0,,,,,,,,,,,,,,,,mouhamed-gueye,,,,,
ATL,2024,Dylan Windler,27.0,SF,6,0,12.2,1.7,3.2,0.526,1.3,2.8,0.471,0.3,0.3,1.0,0.737,0.0,0.0,,0.5,1.5,2.0,0.5,0.3,0.0,0.3,0.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,83,0,-16.4,-14.4,1,0,2,0,0,0,7,0,,,,,,,,,,,,,,,,dylan-windler,NBA 2K25,70.0,Free Agent,"6'7"" (201cm)","6'10"" (208cm)"
ATL,2024,Dylan Windler,27.0,SF,6,0,12.2,1.7,3.2,0.526,1.3,2.8,0.471,0.3,0.3,1.0,0.737,0.0,0.0,,0.5,1.5,2.0,0.5,0.3,0.0,0.3,0.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,83,0,-16.4,-14.4,1,0,2,0,0,0,7,0,,,,,,,,,,,,,,,,dylan-windler,NBA 2K25,70.0,Free Agent,"6'7"" (201cm)","6'10"" (208cm)"
ATL,2024,Wesley Matthews,37.0,SG,36,3,11.5,0.9,2.7,0.351,0.7,1.9,0.348,0.3,0.8,0.357,0.474,0.5,0.7,0.75,0.3,1.2,1.5,0.6,0.4,0.3,0.2,1.2,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72,26,0,-6.4,-4.6,3,3,23,2,8,6,56,1,,,,,,,,,,,,,,,,wesley-matthews,NBA 2K25,72.0,Free Agent,"6'5"" (196cm)","6'9"" (206cm)"
ATL,2024,Wesley Matthews,37.0,SG,36,3,11.5,0.9,2.7,0.351,0.7,1.9,0.348,0.3,0.8,0.357,0.474,0.5,0.7,0.75,0.3,1.2,1.5,0.6,0.4,0.3,0.2,1.2,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72,26,0,-6.4,-4.6,3,3,23,2,8,6,56,1,,,,,,,,,,,,,,,,wesley-matthews,NBA 2K25,72.0,Free Agent,"6'5"" (196cm)","6'9"" (206cm)"
ATL,2024,Kobe Bufkin,20.0,SG,17,0,11.5,2.0,5.4,0.37,0.5,2.4,0.225,1.5,3.1,0.481,0.418,0.2,0.5,0.5,0.4,1.6,1.9,1.6,0.4,0.3,0.6,1.2,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,0,0,-8.7,-6.8,7,0,11,0,4,0,58,2,,,,,,,,,,,,,,,,kobe-bufkin,,,,,
ATL,2024,Trent Forrest,25.0,SG,38,0,10.9,0.9,2.4,0.378,0.1,0.3,0.2,0.8,2.1,0.4,0.389,0.3,0.4,0.765,0.3,1.1,1.3,2.4,0.3,0.1,0.5,0.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,6,0,0,-10.7,-9.4,11,6,17,1,6,2,223,1,,,,,,,,,,,,,,,,trent-forrest,NBA 2K25,69.0,Free Agent,"6'4"" (193cm)","6'8"" (203cm)"
ATL,2024,Trent Forrest,25.0,SG,38,0,10.9,0.9,2.4,0.378,0.1,0.3,0.2,0.8,2.1,0.4,0.389,0.3,0.4,0.765,0.3,1.1,1.3,2.4,0.3,0.1,0.5,0.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,6,0,0,-10.7,-9.4,11,6,17,1,6,2,223,1,,,,,,,,,,,,,,,,trent-forrest,NBA 2K25,69.0,Free Agent,"6'4"" (193cm)","6'8"" (203cm)"
ATL,2024,Patty Mills,35.0,PG,19,0,10.6,1.0,2.7,0.373,0.7,1.8,0.382,0.3,0.9,0.353,0.5,0.0,0.0,,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,0,0,-9.3,-7.5,6,1,9,1,0,3,37,1,,,,,,,,,,,,,,,,patty-mills,NBA 2K25,71.0,"Los Angeles Clippers, Utah Jazz","6'2"" (188cm)","6'2"" (188cm)"
ATL,2024,Patty Mills,35.0,PG,19,0,10.6,1.0,2.7,0.373,0.7,1.8,0.382,0.3,0.9,0.353,0.5,0.0,0.0,,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,0,0,-9.3,-7.5,6,1,9,1,0,3,37,1,,,,,,,,,,,,,,,,patty-mills,NBA 2K25,71.0,"Los Angeles Clippers, Utah Jazz","6'2"" (188cm)","6'2"" (188cm)"
ATL,2024,AJ Griffin,20.0,SF,20,0,8.6,0.9,3.1,0.29,0.5,2.0,0.256,0.4,1.2,0.348,0.371,0.1,0.1,1.0,0.1,0.8,0.9,0.3,0.1,0.1,0.4,0.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,36,1,-13.7,-12.0,4,3,3,0,1,0,13,0,,,,,,,,,,,,,,,,aj-griffin,NBA 2K25,72.0,Free Agent,"6'6"" (198cm)","7'0"" (213cm)"
ATL,2024,AJ Griffin,20.0,SF,20,0,8.6,0.9,3.1,0.29,0.5,2.0,0.256,0.4,1.2,0.348,0.371,0.1,0.1,1.0,0.1,0.8,0.9,0.3,0.1,0.1,0.4,0.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,36,1,-13.7,-12.0,4,3,3,0,1,0,13,0,,,,,,,,,,,,,,,,aj-griffin,NBA 2K25,72.0,Free Agent,"6'6"" (198cm)","7'0"" (213cm)"
ATL,2024,Seth Lundy,23.0,SF,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,16,0,-8.0,-5.9,0,1,3,0,2,0,0,0,,,,,,,,,,,,,,,,seth-lundy,NBA 2K25,68.0,Free Agent,"6'4"" (193cm)","6'10"" (208cm)"
ATL,2024,Seth Lundy,23.0,SF,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,16,0,-8.0,-5.9,0,1,3,0,2,0,0,0,,,,,,,,,,,,,,,,seth-lundy,NBA 2K25,68.0,Free Agent,"6'4"" (193cm)","6'10"" (208cm)"
ATL,2024,Team Totals,,,82,82,242.1,43.0,92.5,0.465,13.7,37.7,0.364,29.3,54.8,0.535,0.539,18.5,23.2,0.797,12.5,32.2,44.7,26.6,7.5,4.5,13.5,18.6,118.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,-2.2,0.8,562,257,809,109,857,163,5250,209,,,,,,,,,,,,,,,,team-totals,,,,,
BRK,2024,Mikal Bridges,27.0,SF,82,82,34.8,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.814,0.8,3.7,4.5,3.6,1.0,0.4,2.0,1.4,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,20,1,-3.6,-2.2,82,60,55,6,127,23,748,30,,,,,,,,,,,,,,,,mikal-bridges,NBA 2K25,85.0,New York Knicks,"6'6"" (198cm)","7'1"" (216cm)"
BRK,2024,Mikal Bridges,27.0,SF,82,82,34.8,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.814,0.8,3.7,4.5,3.6,1.0,0.4,2.0,1.4,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,20,1,-3.6,-2.2,82,60,55,6,127,23,748,30,,,,,,,,,,,,,,,,mikal-bridges,NBA 2K25,85.0,New York Knicks,"6'6"" (198cm)","7'1"" (216cm)"
BRK,2024,Dennis Schröder,30.0,PG,29,25,32.0,5.4,12.7,0.424,2.1,5.1,0.412,3.3,7.6,0.432,0.507,1.8,2.2,0.797,0.6,2.9,3.5,6.0,0.6,0.3,2.4,2.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,-6.2,-4.2,45,20,23,2,23,7,419,5,,,,,,,,,,,,,,,,dennis-schroder,NBA 2K25,77.0,"Detroit Pistons, Golden State Warriors","6'1"" (185cm)","6'8"" (203cm)"
BRK,2024,Dennis Schröder,30.0,PG,29,25,32.0,5.4,12.7,0.424,2.1,5.1,0.412,3.3,7.6,0.432,0.507,1.8,2.2,0.797,0.6,2.9,3.5,6.0,0.6,0.3,2.4,2.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,-6.2,-4.2,45,20,23,2,23,7,419,5,,,,,,,,,,,,,,,,dennis-schroder,NBA 2K25,77.0,"Detroit Pistons, Golden State Warriors","6'1"" (185cm)","6'8"" (203cm)"
BRK,2024,Cam Thomas,22.0,SG,66,51,31.4,8.0,18.0,0.442,2.2,6.0,0.364,5.8,12.0,0.481,0.503,4.3,5.1,0.856,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,21,1,0,-6.2,-6.7,44,40,69,9,155,15,458,35,,,,,,,,,,,,,,,,cam-thomas,,,,,
BRK,2024,Spencer Dinwiddie,30.0,PG,48,48,30.7,4.1,10.4,0.391,1.9,5.8,0.32,2.2,4.6,0.48,0.48,2.6,3.3,0.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,-1.7,2.1,40,8,43,9,77,5,723,18,,,,,,,,,,,,,,,,spencer-dinwiddie,NBA 2K25,78.0,Dallas Mavericks,"6'5"" (196cm)","6'8"" (203cm)"
BRK,2024,Spencer Dinwiddie,30.0,PG,48,48,30.7,4.1,10.4,0.391,1.9,5.8,0.32,2.2,4.6,0.48,0.48,2.6,3.3,0.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,-1.7,2.1,40,8,43,9,77,5,723,18,,,,,,,,,,,,,,,,spencer-dinwiddie,NBA 2K25,78.0,Dallas Mavericks,"6'5"" (196cm)","6'8"" (203cm)"
BRK,2024,Nic Claxton,24.0,C,71,71,29.8,5.2,8.2,0.629,0.0,0.1,0.2,5.1,8.1,0.633,0.63,1.5,2.8,0.551,2.7,7.2,9.9,2.1,0.6,2.1,1.3,2.5,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-5.7,-5.7,23,25,75,31,89,13,349,24,,,,,,,,,,,,,,,,nic-claxton,,,,,
BRK,2024,Dorian Finney-Smith,30.0,PF,68,56,28.4,3.2,7.5,0.421,1.7,4.9,0.348,1.4,2.6,0.56,0.535,0.5,0.7,0.717,1.6,3.1,4.7,1.6,0.8,0.6,0.9,2.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,45,14,-1.5,2.8,29,12,71,9,18,1,263,2,,,,,,,,,,,,,,,,dorian-finney-smith,NBA 2K25,76.0,"Brooklyn Nets, Los Angeles Lakers","6'7"" (201cm)","7'0"" (213cm)"
BRK,2024,Dorian Finney-Smith,30.0,PF,68,56,28.4,3.2,7.5,0.421,1.7,4.9,0.348,1.4,2.6,0.56,0.535,0.5,0.7,0.717,1.6,3.1,4.7,1.6,0.8,0.6,0.9,2.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,45,14,-1.5,2.8,29,12,71,9,18,1,263,2,,,,,,,,,,,,,,,,dorian-finney-smith,NBA 2K25,76.0,"Brooklyn Nets, Los Angeles Lakers","6'7"" (201cm)","7'0"" (213cm)"
BRK,2024,Cameron Johnson,27.0,PF,58,47,27.6,4.8,10.7,0.446,2.4,6.1,0.391,2.4,4.6,0.519,0.557,1.5,1.9,0.789,0.9,3.4,4.3,2.4,0.8,0.3,1.0,1.8,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,76,11,-4.9,-3.2,39,12,52,4,50,6,348,13,,,,,,,,,,,,,,,,cameron-johnson,NBA 2K25,84.0,Brooklyn Nets,"6'8"" (203cm)","6'10"" (208cm)"
BRK,2024,Cameron Johnson,27.0,PF,58,47,27.6,4.8,10.7,0.446,2.4,6.1,0.391,2.4,4.6,0.519,0.557,1.5,1.9,0.789,0.9,3.4,4.3,2.4,0.8,0.3,1.0,1.8,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,76,11,-4.9,-3.2,39,12,52,4,50,6,348,13,,,,,,,,,,,,,,,,cameron-johnson,NBA 2K25,84.0,Brooklyn Nets,"6'8"" (203cm)","6'10"" (208cm)"
BRK,2024,Royce O'Neale,30.0,SF,49,6,24.5,2.6,6.6,0.388,2.0,5.4,0.366,0.6,1.2,0.483,0.537,0.3,0.4,0.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,49,17,1,-0.9,3.0,25,14,73,9,10,7,322,0,,,,,,,,,,,,,,,,royce-oneale,NBA 2K25,77.0,Phoenix Suns,"6'6"" (198cm)","6'10"" (208cm)"
BRK,2024,Royce O'Neale,30.0,SF,49,6,24.5,2.6,6.6,0.388,2.0,5.4,0.366,0.6,1.2,0.483,0.537,0.3,0.4,0.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,49,17,1,-0.9,3.0,25,14,73,9,10,7,322,0,,,,,,,,,,,,,,,,royce-oneale,NBA 2K25,77.0,Phoenix Suns,"6'6"" (198cm)","6'10"" (208cm)"
BRK,2024,Ben Simmons,27.0,PG,15,12,23.9,2.9,4.9,0.581,0.0,0.0,,2.9,4.9,0.581,0.581,0.4,1.0,0.4,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,0,0,-3.1,-0.2,17,4,15,4,5,3,217,1,,,,,,,,,,,,,,,,ben-simmons,NBA 2K25,78.0,"Brooklyn Nets, Los Angeles Clippers","6'10"" (208cm)","7'0"" (213cm)"
BRK,2024,Ben Simmons,27.0,PG,15,12,23.9,2.9,4.9,0.581,0.0,0.0,,2.9,4.9,0.581,0.581,0.4,1.0,0.4,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,0,0,-3.1,-0.2,17,4,15,4,5,3,217,1,,,,,,,,,,,,,,,,ben-simmons,NBA 2K25,78.0,"Brooklyn Nets, Los Angeles Clippers","6'10"" (208cm)","7'0"" (213cm)"
BRK,2024,Dennis Smith Jr.,26.0,PG,56,2,18.9,2.6,6.0,0.435,0.6,1.9,0.294,2.1,4.1,0.502,0.482,0.8,1.0,0.741,0.9,2.0,2.9,3.6,1.2,0.2,1.2,2.2,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,0,0,0.7,5.0,36,15,57,9,25,6,491,6,,,,,,,,,,,,,,,,dennis-smith-jr,NBA 2K25,73.0,Free Agent,"6'3"" (191cm)","6'3"" (191cm)"
BRK,2024,Dennis Smith Jr.,26.0,PG,56,2,18.9,2.6,6.0,0.435,0.6,1.9,0.294,2.1,4.1,0.502,0.482,0.8,1.0,0.741,0.9,2.0,2.9,3.6,1.2,0.2,1.2,2.2,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,0,0,0.7,5.0,36,15,57,9,25,6,491,6,,,,,,,,,,,,,,,,dennis-smith-jr,NBA 2K25,73.0,Free Agent,"6'3"" (191cm)","6'3"" (191cm)"
