Team,Year,Name,Age_x,Position_x,Games_x,Games Started_x,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,Effective Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game,Awards_x,Age_y,Position_y,Games_y,Games Started_y,Minutes Played,PG%,SG%,SF%,PF%,C%,OnCourt +/-,On-Off +/-,Bad Pass TO,Lost Ball TO,Shooting Fouls,Offensive Fouls,Shooting Fouls Drawn,Points Generated by Assists,And1s,Shots Blocked,Awards_y
CLE,2000,Lamond Murray,26,SF,74,72,32.0,6.2,13.8,.451,0.7,1.9,.367,5.5,11.9,.465,.476,2.8,3.6,.761,1.7,4.0,5.7,1.8,1.4,0.5,2.5,2.8,15.9,,26,SF,74,72,2365,0,1,90,10,0,-6.3,-0.7,56,36,70,44,110,17,272,19,53
CLE,2000,Shawn Kemp,30,C,82,82,30.4,5.9,14.1,.417,0.0,0.1,.333,5.9,14.1,.418,.418,6.0,7.7,.776,2.8,6.0,8.8,1.7,1.2,1.2,3.5,4.5,17.8,,30,C,82,82,2492,0,0,0,0,100,-3.2,7.7,71,46,158,85,244,16,288,45,137
CLE,2000,Bob Sura,26,SG,73,45,30.4,4.9,11.2,.437,1.7,4.5,.367,3.2,6.6,.484,.512,2.4,3.4,.697,0.7,3.3,3.9,3.9,1.2,0.3,2.0,2.8,13.8,,26,SG,73,45,2216,1,96,3,0,0,-7.0,-2.2,67,38,67,17,79,33,583,13,48
CLE,2000,Brevin Knight,24,PG,65,46,27.0,3.5,8.6,.412,0.0,0.2,.200,3.5,8.4,.416,.414,2.2,2.8,.761,0.6,2.4,3.0,7.0,1.6,0.3,2.4,2.8,9.3,,24,PG,65,46,1754,99,1,0,0,0,-6.0,-0.1,101,23,61,10,49,30,978,12,26
CLE,2000,Wesley Person,28,SG,79,38,26.0,3.5,8.3,.428,1.3,3.2,.424,2.2,5.1,.431,.509,0.8,1.0,.792,0.6,2.8,3.4,1.8,0.5,0.2,0.8,1.5,9.2,,28,SG,79,38,2056,0,70,30,0,0,-5.0,2.2,29,10,40,12,24,8,291,6,23
CLE,2000,Andre Miller,23,PG,82,36,25.5,4.1,9.2,.449,0.1,0.6,.204,4.0,8.6,.466,.456,2.8,3.6,.774,1.0,2.4,3.4,5.8,1.0,0.2,2.0,2.4,11.1,ROY-4,23,PG,82,36,2093,91,9,0,0,0,-3.6,5.0,80,34,66,20,115,28,1024,25,87
CLE,2000,Mark Bryant,34,PF,75,50,22.8,2.3,4.6,.503,0.0,0.0,,2.3,4.6,.503,.503,1.0,1.3,.809,1.7,3.0,4.7,0.8,0.4,0.4,1.2,3.3,5.7,,34,PF,75,50,1712,0,0,3,96,1,-4.1,3.3,24,18,71,31,33,22,137,6,17
CLE,2000,Andrew DeClercq,26,C,82,31,22.3,2.7,5.4,.508,0.0,0.0,,2.7,5.4,.508,.508,1.1,2.0,.588,1.9,3.5,5.4,0.7,0.8,0.8,1.3,3.4,6.6,,26,C,82,31,1831,0,0,0,47,53,-9.8,-7.0,29,30,143,33,69,37,113,14,54
CLE,2000,Danny Ferry,33,PF,63,3,21.0,3.0,6.0,.497,0.5,1.2,.440,2.5,4.8,.511,.541,0.8,0.9,.912,0.9,2.9,3.8,1.1,0.3,0.4,0.9,2.9,7.3,,33,PF,63,3,1326,0,0,5,72,23,-5.4,1.0,30,5,74,15,11,20,136,1,6
CLE,2000,Cedric Henderson,24,SF,61,7,18.1,2.1,5.3,.396,0.0,0.2,.067,2.1,5.1,.412,.397,1.1,1.7,.663,0.6,1.7,2.3,0.9,0.6,0.3,1.1,1.6,5.4,,24,SF,61,7,1107,0,5,91,3,0,-8.9,-4.0,33,14,33,9,43,10,119,8,24
CLE,2000,Trajan Langdon,23,SG,10,0,14.5,1.5,4.0,.375,0.8,1.9,.421,0.7,2.1,.333,.475,1.1,1.1,1.000,0.4,1.1,1.5,1.1,0.5,0.0,0.6,1.6,4.9,,23,SG,10,0,145,0,96,4,0,0,22.0,29.1,2,0,9,2,4,2,22,2,3
CLE,2000,Earl Boykins,23,PG,25,0,10.1,2.1,4.5,.473,0.3,0.8,.400,1.8,3.7,.489,.509,0.7,0.9,.783,0.4,0.6,1.0,1.8,0.5,0.0,0.7,0.9,5.3,,23,PG,25,0,253,100,0,0,0,0,-21.7,-16.7,12,1,6,1,5,3,97,1,2
CLE,2000,Ryan Stack,24,PF,25,0,7.9,0.7,2.0,.333,0.0,0.0,.000,0.7,2.0,.340,.333,0.7,1.1,.667,0.6,1.2,1.8,0.2,0.2,0.4,0.7,1.9,2.1,,24,PF,25,0,198,0,0,4,59,38,-8.9,-3.1,4,4,29,7,9,5,11,1,13
CLE,2000,A.J. Bramlett,23,C,8,0,7.6,0.5,2.6,.190,0.0,0.0,,0.5,2.6,.190,.190,0.0,0.0,,1.5,1.3,2.8,0.0,0.1,0.0,0.4,1.6,1.0,,23,C,8,0,61,0,0,0,46,55,-39.9,-34.4,0,0,7,2,0,2,0,0,2
CLE,2000,Donny Marshall,27,SF,6,0,6.5,0.5,1.8,.273,0.0,0.5,.000,0.5,1.3,.375,.273,0.8,1.0,.833,0.0,0.2,0.2,0.0,0.3,0.0,0.5,1.2,1.8,,27,SF,6,0,39,0,17,83,0,0,-5.6,0.5,1,0,1,2,3,1,0,0,1
CLE,2000,Lari Ketner,22,PF,16,0,5.7,0.6,1.4,.409,0.0,0.0,,0.6,1.4,.409,.409,0.4,0.6,.600,0.8,0.9,1.7,0.0,0.2,0.1,0.4,0.8,1.5,,22,PF,16,0,91,0,0,0,41,59,-22.4,-16.8,3,1,3,0,2,0,0,0,2
CLE,2000,Kornél Dávid,28,SF,6,0,5.2,0.7,1.5,.444,0.0,0.0,,0.7,1.5,.444,.444,0.5,0.7,.750,0.7,0.7,1.3,0.2,0.7,0.2,0.3,1.2,1.8,,28,SF,6,0,31,0,0,0,94,6,-16.5,-10.6,0,1,1,1,1,0,2,0,0
CLE,2000,Pete Chilcutt,31,PF,6,0,5.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.7,0.8,1.5,0.2,0.0,0.0,0.0,0.5,0.0,,31,PF,6,0,30,0,0,17,50,33,-36.6,-30.8,0,0,0,0,0,1,3,0,0
CLE,2000,Mark Hendrickson,25,PF,10,0,4.7,0.5,0.7,.714,0.0,0.0,,0.5,0.7,.714,.714,0.2,0.2,1.000,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.7,1.2,,25,PF,10,0,47,0,0,0,96,4,-19.8,-14.0,1,1,1,0,0,0,6,0,1
CLE,2000,Benoit Benjamin,35,C,3,0,2.7,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.7,,35,C,3,0,8,0,0,0,0,100,54.4,60.6,0,0,0,0,0,1,0,0,0
CLE,2000,Team Totals,,,82,82,242.1,36.3,82.1,.442,4.2,11.2,.373,32.1,70.9,.453,.468,20.2,26.9,.750,12.3,30.5,42.8,23.7,8.7,4.4,17.4,27.1,97.0,,,,82,82,19855,20,20,20,20,20,-6.0,0.6,543,262,840,291,801,236,4082,153,499
CLE,2001,Andre Miller,24,PG,82,82,34.7,5.5,12.2,.452,0.2,0.8,.266,5.3,11.4,.465,.461,4.6,5.5,.833,1.1,3.2,4.4,8.0,1.5,0.3,3.2,2.8,15.8,,24,PG,82,82,2848,97,3,0,0,0,-1.3,12.4,147,64,78,26,171,1388,32,92,
CLE,2001,Clarence Weatherspoon,30,PF,82,82,33.8,4.2,8.4,.501,0.0,0.0,,4.2,8.4,.501,.501,2.8,3.5,.790,2.7,7.0,9.7,1.3,1.0,1.3,1.4,2.1,11.3,,30,PF,82,82,2774,0,0,0,93,7,-5.6,-2.6,30,42,84,19,123,217,21,91,
CLE,2001,Jim Jackson,30,SF,39,26,29.2,4.2,10.6,.390,0.3,1.1,.238,3.9,9.6,.408,.402,1.7,2.2,.786,0.9,2.8,3.7,2.9,0.9,0.2,2.1,2.5,10.3,,30,SF,39,26,1140,0,66,32,1,0,-7.0,-3.1,45,19,52,7,28,238,3,21,
CLE,2001,Matt Harpring,24,SG,56,55,28.8,4.3,9.4,.454,0.2,0.9,.250,4.0,8.4,.477,.467,2.4,2.9,.812,1.6,2.7,4.3,1.8,0.8,0.3,1.6,2.9,11.1,,24,SG,56,55,1615,0,59,41,0,0,-5.5,-1.1,44,24,78,17,63,216,10,40,
CLE,2001,Lamond Murray,27,SF,78,46,28.5,5.0,11.9,.423,0.8,2.1,.370,4.2,9.7,.434,.456,2.0,2.7,.735,1.3,3.0,4.4,1.6,1.1,0.3,1.8,2.2,12.8,,27,SF,78,46,2225,0,0,86,13,0,-5.0,-0.5,58,33,71,34,100,259,18,53,
CLE,2001,Zydrunas Ilgauskas,25,C,24,24,25.7,4.8,9.8,.487,0.0,0.1,.000,4.8,9.7,.491,.487,2.2,3.3,.679,2.7,4.0,6.7,0.8,0.6,1.5,2.5,3.3,11.7,,25,C,24,24,616,0,0,0,0,100,-1.3,4.1,13,15,30,13,38,39,6,17,
CLE,2001,Chris Gatling,33,PF,74,6,22.6,4.4,9.9,.449,0.4,1.2,.304,4.1,8.7,.470,.468,2.1,3.1,.684,1.3,3.9,5.3,0.8,0.7,0.4,1.6,2.5,11.4,,33,PF,74,6,1670,0,0,0,42,58,-6.3,-2.6,47,30,68,26,97,133,27,48,
CLE,2001,Wesley Person,29,SG,44,22,21.8,2.9,6.6,.438,0.8,1.9,.405,2.1,4.7,.452,.497,0.5,0.7,.800,0.3,2.7,3.0,1.5,0.6,0.3,0.9,1.4,7.1,,29,SG,44,22,958,0,97,3,0,0,-2.5,3.1,18,10,22,8,9,133,1,11,
CLE,2001,Chris Mihm,21,C,59,43,19.8,2.9,6.6,.442,0.0,0.0,.000,2.9,6.6,.444,.442,1.7,2.1,.794,1.8,2.9,4.7,0.3,0.3,0.9,1.4,2.6,7.6,,21,C,59,43,1166,0,0,0,0,100,-4.2,0.8,15,29,78,21,51,35,9,49,
CLE,2001,Cedric Henderson,25,SF,55,10,17.5,1.9,4.8,.389,0.0,0.1,.125,1.8,4.6,.398,.391,0.5,0.8,.652,0.3,1.3,1.6,1.4,0.5,0.4,1.1,1.8,4.3,,25,SF,55,10,961,0,14,78,7,0,-6.9,-2.8,36,12,46,4,20,166,6,16,
CLE,2001,Robert Traylor,23,C,70,7,17.3,2.3,4.6,.497,0.0,0.0,.000,2.3,4.6,.500,.497,1.1,2.0,.567,1.8,2.5,4.3,0.9,0.7,1.1,1.4,2.9,5.7,,23,C,70,7,1212,0,0,0,20,80,-3.7,1.6,16,32,91,25,69,139,17,46,
CLE,2001,Trajan Langdon,24,SG,65,5,17.2,2.1,4.8,.431,0.8,1.9,.411,1.3,2.9,.444,.513,1.0,1.2,.895,0.2,1.2,1.4,1.2,0.6,0.1,0.8,1.8,6.0,,24,SG,65,5,1116,2,97,2,0,0,-1.9,4.0,22,14,54,11,20,171,6,24,
CLE,2001,Bimbo Coles,32,PG,47,0,17.1,1.9,5.1,.381,0.0,0.3,.125,1.9,4.7,.399,.385,1.0,1.2,.857,0.2,0.8,1.0,2.9,0.6,0.1,1.3,1.9,4.9,,32,PG,47,0,804,100,0,0,0,0,-11.1,-7.8,27,12,27,7,21,290,4,18,
CLE,2001,Brevin Knight,25,PG,6,0,15.5,0.3,2.5,.133,0.0,0.0,,0.3,2.5,.133,.133,0.8,1.0,.833,0.2,1.0,1.2,4.2,1.0,0.2,1.2,2.8,1.5,,25,PG,6,0,93,100,0,0,0,0,-10.0,-5.4,3,4,4,0,2,54,0,1,
CLE,2001,Chucky Brown,32,SF,20,2,13.3,1.6,3.8,.413,0.0,0.1,.000,1.6,3.7,.419,.413,0.8,1.2,.667,0.3,1.6,1.8,0.3,0.3,0.3,0.3,1.4,3.9,,32,SF,20,2,265,0,3,79,18,0,-6.0,-1.2,4,0,9,2,12,13,2,8,
CLE,2001,Anthony Johnson,26,PG,28,0,8.3,1.0,2.9,.333,0.0,0.1,.500,0.9,2.8,.329,.340,0.4,0.6,.688,0.3,0.5,0.8,1.6,0.2,0.0,0.5,0.8,2.4,,26,PG,28,0,232,97,4,0,0,0,-8.6,-4.1,7,4,9,0,6,95,1,6,
CLE,2001,Michael Hawkins,28,PG,10,0,7.6,0.3,0.9,.333,0.2,0.4,.500,0.1,0.5,.200,.444,0.0,0.0,,0.2,0.3,0.5,1.3,0.2,0.0,0.6,1.3,0.8,,28,PG,10,0,76,100,0,0,0,0,-23.2,-18.8,5,1,7,0,0,28,0,0,
CLE,2001,J.R. Reid,32,PF,6,0,6.5,0.3,0.8,.400,0.0,0.0,,0.3,0.8,.400,.400,1.0,1.3,.750,0.8,0.5,1.3,0.2,0.3,0.2,0.2,0.7,1.7,,32,PF,6,0,39,0,0,0,20,80,-24.5,-20.0,0,0,1,1,2,3,0,0,
CLE,2001,Etdrick Bohannon,27,PF,6,0,3.2,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.7,0.7,1.000,0.5,0.7,1.2,0.0,0.0,0.3,0.2,0.7,1.3,,27,PF,6,0,19,0,0,0,43,57,20.7,25.6,0,0,1,1,1,0,0,1,
CLE,2001,Larry Robinson,33,SG,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,33,SG,1,0,1,0,100,0,0,0,-166.7,-161.9,0,1,0,0,0,0,0,0,
CLE,2001,Team Totals,,,82,82,241.8,35.2,79.7,.442,2.7,8.0,.334,32.6,71.6,.455,.459,19.0,24.9,.765,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2,,,,82,82,19830,20,20,20,20,20,-4.8,0.9,537,346,810,222,833,3617,163,542,
CLE,2002,Andre Miller,25,PG,81,81,37.3,5.9,12.9,.454,0.3,1.1,.253,5.6,11.8,.472,.464,4.5,5.5,.817,1.3,3.3,4.7,10.9,1.6,0.4,3.0,2.8,16.5,,25,PG,81,81,3023,97,4,0,0,0,-1.7,8.5,148,60,84,22,163,1938,20,91,
CLE,2002,Wesley Person,30,SG,78,78,35.8,6.0,12.1,.495,1.8,4.1,.444,4.2,8.0,.521,.570,1.3,1.6,.798,0.6,3.1,3.8,2.2,1.0,0.5,0.9,1.2,15.1,,30,SG,78,78,2793,2,86,11,0,0,-1.1,9.0,38,22,34,12,31,371,10,29,
CLE,2002,Lamond Murray,28,SF,71,68,32.6,6.1,13.9,.436,1.4,3.4,.424,4.6,10.5,.440,.487,3.0,3.7,.817,1.1,4.1,5.2,2.2,1.0,0.6,2.0,2.1,16.6,,28,SF,71,68,2312,0,1,83,16,0,-3.0,1.7,52,46,68,28,111,334,21,63,
CLE,2002,Tyrone Hill,33,PF,26,26,31.2,2.7,7.0,.390,0.0,0.0,.000,2.7,7.0,.392,.390,2.6,4.0,.650,3.0,7.5,10.5,0.9,0.7,0.5,1.8,3.9,8.0,,33,PF,26,26,810,0,0,0,74,26,-2.2,1.9,16,11,54,13,43,49,9,31,
CLE,2002,Jumaine Jones,22,PF,81,36,26.4,3.5,7.9,.448,0.6,2.1,.310,2.9,5.8,.498,.489,0.6,0.8,.662,1.5,4.5,6.0,1.4,0.9,0.6,1.0,2.3,8.3,,22,PF,81,36,2142,0,0,15,82,3,-2.2,3.4,37,22,110,12,23,253,3,25,
CLE,2002,Ricky Davis,22,SF,82,8,23.8,4.6,9.5,.481,0.1,0.4,.314,4.5,9.1,.489,.488,2.4,3.0,.790,0.8,2.2,3.0,2.2,0.8,0.3,1.8,1.8,11.7,6MOY-8,22,SF,82,8,1954,0,30,68,2,0,-4.2,-1.0,68,50,74,6,108,401,23,48,6MOY-8
CLE,2002,Chris Mihm,22,C,74,60,22.4,3.0,7.1,.420,0.0,0.1,.429,2.9,7.0,.420,.423,1.7,2.4,.693,1.8,3.5,5.3,0.3,0.2,1.2,1.3,3.5,7.7,,22,C,74,60,1659,0,0,0,11,90,-8.7,-8.6,17,21,114,41,84,56,12,50,
CLE,2002,Zydrunas Ilgauskas,26,C,62,23,21.4,3.9,9.1,.425,0.0,0.1,.000,3.9,9.1,.429,.425,3.4,4.5,.754,2.2,3.2,5.4,1.1,0.3,1.4,1.5,3.0,11.1,,26,C,62,23,1329,0,0,0,0,100,-4.0,-0.3,23,20,96,27,125,158,19,42,
CLE,2002,Brian Skinner,25,PF,65,8,17.0,1.4,2.5,.543,0.0,0.0,,1.4,2.5,.543,.543,0.7,1.2,.608,1.4,2.9,4.3,0.3,0.4,0.9,0.6,2.0,3.4,,25,PF,65,8,1107,0,0,0,65,35,-1.5,3.1,13,13,55,10,37,41,10,27,
CLE,2002,Michael Doleac,24,C,42,15,16.8,1.9,4.5,.417,0.0,0.0,,1.9,4.5,.417,.417,0.9,1.1,.826,1.1,2.9,4.0,0.6,0.4,0.3,0.9,2.3,4.6,,24,C,42,15,705,0,0,0,44,56,-9.1,-6.5,16,10,55,8,20,52,2,16,
CLE,2002,Bimbo Coles,33,PG,47,1,14.7,1.2,3.1,.384,0.1,0.4,.200,1.1,2.7,.413,.397,0.7,0.8,.892,0.3,0.9,1.2,2.3,0.3,0.1,0.7,1.3,3.2,,33,PG,47,1,693,100,0,0,0,0,-14.9,-13.5,18,8,18,4,12,228,3,9,
CLE,2002,Bryant Stith,31,SG,50,5,13.3,1.4,3.8,.372,0.5,1.4,.353,0.9,2.4,.383,.436,0.9,1.0,.846,0.4,1.3,1.7,0.8,0.6,0.1,0.6,0.8,4.2,,31,SG,50,5,665,2,88,11,0,0,-8.8,-6.1,15,5,22,5,24,88,11,15,
CLE,2002,Trajan Langdon,25,SG,44,0,10.8,1.6,4.0,.398,0.6,1.7,.365,1.0,2.3,.422,.474,1.0,1.0,.913,0.3,1.0,1.3,1.4,0.3,0.1,0.9,1.1,4.8,,25,SG,44,0,477,59,39,2,0,0,-0.7,3.4,19,9,24,8,16,128,5,9,
CLE,2002,Jeff Trepagnier,22,SG,12,0,6.4,0.6,1.9,.304,0.0,0.1,.000,0.6,1.8,.318,.304,0.3,0.6,.571,0.3,0.8,1.0,1.0,0.7,0.3,0.9,0.7,1.5,,22,SG,12,0,77,11,88,1,0,0,4.9,8.8,7,3,4,0,2,26,0,2,
CLE,2002,DeSagana Diop,20,C,18,1,6.1,0.7,1.6,.414,0.0,0.0,,0.7,1.6,.414,.414,0.1,0.3,.200,0.3,0.7,0.9,0.3,0.1,0.6,0.7,1.1,1.4,,20,C,18,1,109,0,0,0,7,94,-4.8,-1.1,4,5,15,1,2,11,2,2,
CLE,2002,Team Totals,,,82,82,242.1,36.0,80.3,.448,4.7,12.5,.377,31.2,67.8,.461,.477,18.6,24.1,.772,11.8,30.3,42.1,23.1,7.0,5.7,14.6,21.4,95.3,,,,82,82,19855,20,20,20,20,20,-3.8,1.7,491,305,827,197,801,4134,150,459,
CLE,2003,Ricky Davis,23,SG,79,76,39.6,7.6,18.6,.410,0.9,2.6,.363,6.7,16.0,.417,.435,4.4,5.9,.748,1.2,3.7,4.9,5.5,1.6,0.5,3.5,2.3,20.6,,23,SG,79,76,3131,1,82,17,0,0,-10.6,-0.9,143,78,100,17,157,940,33,74,
CLE,2003,Zydrunas Ilgauskas,27,C,81,81,30.0,6.1,13.9,.441,0.0,0.1,.000,6.1,13.8,.443,.441,4.9,6.3,.781,3.0,4.6,7.5,1.6,0.7,1.9,2.6,3.4,17.2,AS,27,C,81,81,2432,0,0,0,0,100,-9.0,3.9,72,58,134,37,224,277,37,78,AS
CLE,2003,Darius Miles,21,SF,67,62,30.0,3.9,9.6,.410,0.0,0.2,.000,3.9,9.4,.419,.410,1.4,2.3,.594,1.7,3.7,5.4,2.6,1.0,1.0,2.7,2.4,9.2,,21,SF,67,62,2008,0,0,73,27,0,-10.7,-0.6,79,53,74,22,70,370,11,48,
CLE,2003,Dajuan Wagner,19,SG,47,24,29.5,4.7,12.9,.369,1.2,3.7,.316,3.6,9.2,.390,.414,2.7,3.4,.800,0.4,1.3,1.7,2.8,0.8,0.1,1.8,2.3,13.4,,19,SG,47,24,1385,41,58,1,0,0,-10.2,0.4,33,32,51,10,58,280,6,61,
CLE,2003,Jumaine Jones,23,SF,80,12,27.6,3.9,8.9,.434,1.4,3.9,.354,2.5,5.0,.497,.512,0.7,1.0,.687,1.3,3.7,5.1,1.4,0.8,0.3,1.3,2.2,9.8,,23,SF,80,12,2204,0,9,86,5,0,-9.5,2.1,62,23,78,14,32,238,7,25,
CLE,2003,Tyrone Hill,34,PF,32,25,26.7,2.7,6.2,.431,0.0,0.0,,2.7,6.2,.431,.431,1.0,1.4,.733,2.2,6.2,8.3,1.0,1.0,0.6,1.6,3.3,6.3,,34,PF,32,25,855,0,0,0,93,7,-9.5,1.2,24,9,45,7,21,70,5,24,
CLE,2003,Carlos Boozer,21,PF,81,54,25.3,4.1,7.6,.536,0.0,0.0,.000,4.1,7.6,.536,.536,1.8,2.4,.771,2.5,5.0,7.5,1.3,0.7,0.6,1.3,2.8,10.0,ROY-7,21,PF,81,54,2049,0,0,1,88,11,-12.2,-3.7,39,32,117,20,88,224,16,59,ROY-7
CLE,2003,Milt Palacio,24,PG,80,46,24.7,2.0,4.9,.418,0.1,0.5,.216,1.9,4.4,.439,.428,0.8,1.1,.747,0.6,2.3,2.9,3.2,0.9,0.2,1.6,2.1,5.0,,24,PG,80,46,1976,93,7,0,0,0,-12.1,-3.2,79,21,76,13,32,563,4,28,
CLE,2003,Bimbo Coles,34,PG,21,11,24.6,1.6,5.7,.286,0.3,1.2,.280,1.3,4.5,.287,.315,1.3,1.6,.794,0.5,1.8,2.3,2.7,0.5,0.2,0.9,2.0,4.9,,34,PG,21,11,516,100,0,0,0,0,-13.6,-3.6,13,3,16,1,7,116,0,8,
CLE,2003,Smush Parker,21,PG,66,18,16.7,2.1,5.1,.402,0.6,1.8,.322,1.5,3.3,.445,.459,1.5,1.8,.831,0.4,1.4,1.8,2.5,0.7,0.2,2.0,1.6,6.2,,21,PG,66,18,1103,76,23,0,0,0,-9.3,1.6,79,30,38,6,43,345,12,34,
CLE,2003,Chris Mihm,23,C,52,0,15.6,2.2,5.5,.404,0.0,0.1,.000,2.2,5.5,.408,.404,1.5,2.0,.724,1.8,2.7,4.4,0.5,0.3,0.7,0.9,2.4,5.9,,23,C,52,0,809,0,0,0,26,74,-8.5,2.5,10,12,69,9,43,60,3,28,
CLE,2003,DeSagana Diop,21,PF,80,1,11.8,0.7,1.9,.351,0.0,0.0,,0.7,1.9,.351,.351,0.1,0.4,.367,0.8,1.9,2.7,0.5,0.4,1.0,0.7,1.9,1.5,,21,PF,80,1,943,0,0,0,38,62,-13.2,-3.6,26,16,103,8,14,90,2,8,
CLE,2003,Tierre Brown,23,PG,15,0,11.2,1.8,3.9,.458,0.0,0.1,.000,1.8,3.9,.466,.458,0.7,0.9,.786,0.5,1.5,2.0,2.6,0.9,0.0,1.5,0.6,4.3,,23,PG,15,0,168,100,0,0,0,0,4.5,15.6,16,4,4,1,8,87,4,8,
CLE,2003,Michael Stewart,27,PF,47,0,5.3,0.3,0.8,.378,0.0,0.0,,0.3,0.8,.378,.378,0.2,0.3,.667,0.4,0.8,1.2,0.1,0.0,0.3,0.2,0.9,0.8,,27,PF,47,0,251,0,1,17,63,19,-11.2,-0.8,7,1,25,2,5,14,1,11,
CLE,2003,Team Totals,,,82,82,241.8,34.8,82.3,.422,3.6,10.9,.327,31.2,71.3,.437,.444,18.3,24.5,.747,13.6,31.0,44.6,20.9,7.8,6.4,18.3,22.7,91.4,,,,82,82,19830,20,20,20,20,20,-10.5,-0.1,682,372,930,167,802,3674,141,494,
CLE,2004,LeBron James,19,SG,79,79,39.5,7.9,18.9,.417,0.8,2.7,.290,7.1,16.1,.438,.438,4.4,5.8,.754,1.3,4.2,5.5,5.9,1.6,0.7,3.5,1.9,20.9,"MVP-9,ROY-1",19,SG,79,79,3122,14,74,11,0,0,-2.6,2.2,129,77,52,36,187,983,47,76,"MVP-9,ROY-1"
CLE,2004,Ricky Davis,24,SG,22,22,36.2,6.1,14.1,.431,0.8,2.2,.354,5.3,12.0,.445,.458,2.3,3.4,.680,0.8,4.7,5.5,5.0,1.1,0.4,3.1,2.3,15.3,6MOY-14,24,SG,22,22,796,69,28,3,0,0,-6.8,-4.8,41,14,29,7,32,231,4,18,6MOY-14
CLE,2004,Jeff McInnis,29,PG,31,31,35.4,4.5,10.7,.417,1.0,2.6,.388,3.5,8.1,.426,.464,1.8,2.2,.836,0.5,2.1,2.6,7.5,1.2,0.1,1.9,2.2,11.7,,29,PG,31,31,1096,100,0,0,0,0,1.8,6.7,44,8,17,3,22,485,3,18,
CLE,2004,Carlos Boozer,22,PF,75,75,34.6,6.3,12.0,.523,0.0,0.1,.167,6.3,11.9,.526,.524,2.9,3.8,.768,3.1,8.4,11.4,2.0,1.0,0.7,1.8,2.7,15.5,,22,PF,75,75,2592,0,0,0,96,4,0.3,9.8,51,38,99,25,125,317,35,67,
CLE,2004,Zydrunas Ilgauskas,28,C,81,81,31.3,5.8,11.9,.483,0.0,0.1,.286,5.7,11.8,.484,.484,3.7,5.0,.746,3.4,4.6,8.1,1.3,0.5,2.5,2.0,3.4,15.3,,28,C,81,81,2539,0,0,0,0,100,-4.2,-3.2,43,49,155,23,193,237,31,82,
CLE,2004,Eric Williams,31,SF,50,36,27.5,3.1,8.4,.366,0.5,1.9,.253,2.6,6.5,.399,.394,2.7,3.5,.787,0.9,2.9,3.8,1.9,1.0,0.2,1.1,2.6,9.4,,31,SF,50,36,1373,0,2,85,13,0,2.0,7.6,26,20,67,9,82,209,19,33,
CLE,2004,Darius Miles,22,SF,37,16,24.0,3.9,8.9,.432,0.1,0.8,.167,3.7,8.1,.458,.440,1.1,1.9,.542,1.3,3.2,4.5,2.2,0.7,0.7,1.5,2.3,8.9,,22,SF,37,16,888,0,0,71,28,1,-7.7,-6.0,31,13,46,7,33,165,10,23,
CLE,2004,Mateen Cleaves,26,PG,4,2,23.0,1.8,5.8,.304,0.0,0.3,.000,1.8,5.5,.318,.304,0.3,0.5,.500,0.3,1.5,1.8,4.8,1.0,0.5,1.3,3.3,3.8,,26,PG,4,2,92,100,0,0,0,0,-13.4,-10.6,5,0,4,0,1,38,0,2,
CLE,2004,Ira Newble,29,SF,64,25,19.5,1.7,4.3,.391,0.0,0.3,.105,1.7,4.0,.412,.395,0.6,0.7,.783,1.0,1.4,2.4,1.1,0.4,0.3,0.8,1.7,4.0,,29,SF,64,25,1245,0,26,71,3,0,-5.4,-3.5,37,11,57,3,24,153,6,13,
CLE,2004,Tony Battie,27,C,50,1,19.5,2.3,5.3,.427,0.0,0.2,.125,2.3,5.2,.436,.429,0.9,1.1,.768,1.6,3.2,4.8,0.7,0.4,0.9,0.8,2.1,5.4,,27,C,50,1,977,0,0,0,41,59,-1.1,2.5,17,12,73,5,23,83,7,15,
CLE,2004,Lee Nailon,28,SF,22,4,18.0,3.3,7.4,.451,0.0,0.1,.000,3.3,7.2,.459,.451,1.1,1.4,.800,1.4,1.6,3.0,0.8,0.2,0.0,1.0,1.6,7.7,,28,SF,22,4,397,0,0,80,20,0,-14.0,-12.1,13,4,19,3,17,34,6,3,
